Id_leki,Id_producenci,Nazwa,Cena
233,773,Ecomer,49
234,113,Berodual,124
235,120,Diprophos,146
236,779,Otrivin,68
237,312,DicloDuo,100
238,632,Epiduo,30
239,925,Buprenorfina,53
240,258,Prostaforce,125
241,547,Nolicin,83
242,193,Tarproxen,30
243,688,Nolicin,80
244,841,Aprofen,41
245,1,Otrivin,106
246,127,Tarproxen,144
247,37,Ecomer,129
248,290,Berodual,29
249,888,Berodual,84
250,483,Polopiryna,72
251,486,Buderhin,84
252,491,Acatar Zatoki,87
253,921,Tarproxen,108
254,296,Buderhin,36
255,321,Apap Extra,147
256,35,Polopiryna,26
257,1000,Espumisan,118
258,247,Avamys,146
259,511,Mucofluid,43
260,87,Aminodral,98
261,570,Epiduo,83
262,515,Avamys,128
263,358,Tritace,123
264,899,Buprenorfina,29
265,322,Epiduo,149
266,395,Ecomer,56
267,575,Buprenorfina,64
268,338,Buderhin,123
269,60,Tritace,143
270,767,Nolicin,47
271,1000,Roswera,72
272,427,Diprophos,123
273,213,DicloDuo,111
274,66,Otrivin,83
275,304,Polopiryna,150
276,380,Prostaforce,97
277,525,Tarproxen,80
278,345,Buprenorfina,83
279,917,Polopiryna,30
280,555,Espumisan,125
281,997,Otrivin,66
282,997,Acidolac,73
283,225,Aprofen,139
284,207,Acatar Zatoki,97
285,303,Mucofluid,36
286,135,Otrivin,120
287,67,DicloDuo,44
288,538,Tritace,76
289,85,Tarproxen,134
290,606,Buderhin,118
291,292,DicloDuo,45
292,265,Diprophos,51
293,650,Tarproxen,111
294,823,Ecomer,72
295,633,Tarproxen,81
296,806,Aminodral,134
297,694,Aminodral,103
298,828,Acidolac,31
299,638,Tarproxen,48
300,33,Avamys,137
301,845,Espumisan,127
302,803,Algomed,40
303,923,Nolicin,111
304,945,Aprofen,147
305,830,Algomed,147
306,765,Avamys,91
307,41,Aprofen,63
308,703,Berodual,109
309,140,Algomed,77
310,744,Buprenorfina,54
311,72,Tarproxen,146
312,165,Apap Extra,78
313,823,Otrivin,80
314,786,Buprenorfina,133
315,345,Avamys,63
316,659,Otrivin,137
317,821,Algomed,118
318,428,Aprofen,129
319,681,Acidolac,61
320,906,Avamys,107
321,533,Acidolac,48
322,930,Buprenorfina,26
323,392,Acatar Zatoki,120
324,18,Prostaforce,65
325,875,Algomed,86
326,750,Tritace,37
327,962,Altacet,139
328,572,DicloDuo,24
329,720,Aprofen,28
330,442,Apap Extra,104
331,353,Nolicin,109
332,673,Espumisan,53
333,784,Polopiryna,118
334,441,Aprofen,104
335,206,Nolicin,106
336,227,Algomed,145
337,912,Buderhin,74
338,710,Espumisan,59
339,232,Espumisan,49
340,537,Algomed,94
341,101,Buderhin,150
342,258,Ecomer,89
343,2,Aminodral,141
344,130,DicloDuo,89
345,792,Avamys,118
346,659,Acidolac,117
347,46,Buderhin,32
348,938,Nolicin,68
349,842,Tarproxen,80
350,337,Epiduo,49
351,826,Aprofen,116
352,79,Roswera,117
353,961,Ecomer,139
354,930,Nolicin,45
355,30,Algomed,93
356,297,Tarproxen,93
357,591,Espumisan,31
358,751,Otrivin,140
359,275,Aprofen,134
360,65,Epiduo,138
361,321,Otrivin,25
362,610,Acatar Zatoki,106
363,955,Tarproxen,32
364,577,Prostaforce,30
365,21,Altacet,107
366,136,DicloDuo,89
367,29,Mucofluid,42
368,370,Altacet,112
369,48,Acidolac,83
370,516,Buderhin,24
371,471,Aminodral,64
372,650,Tritace,126
373,457,Altacet,144
374,657,Mucofluid,137
375,388,Tarproxen,127
376,802,Prostaforce,52
377,827,Tarproxen,118
378,560,Nolicin,41
379,152,Tarproxen,107
380,858,Tritace,88
381,897,Acidolac,149
382,163,Buderhin,35
383,182,Apap Extra,83
384,566,Aminodral,119
385,228,Diprophos,139
386,72,Nolicin,100
387,792,Roswera,120
388,482,Aminodral,90
389,286,Ecomer,133
390,554,Aminodral,141
391,137,Polopiryna,110
392,313,Avamys,31
393,962,Otrivin,149
394,823,Tritace,24
395,334,Tritace,143
396,979,Aminodral,54
397,936,Algomed,62
398,393,Epiduo,20
399,829,Espumisan,109
400,785,Aprofen,24
401,445,Prostaforce,108
402,351,Polopiryna,140
403,627,Nolicin,121
404,893,Mucofluid,103
405,726,Tarproxen,34
406,241,Buderhin,136
407,985,Polopiryna,37
408,7,Polopiryna,122
409,623,Aprofen,25
410,283,Aprofen,112
411,663,Nolicin,128
412,202,Nolicin,29
413,567,Algomed,119
414,289,Ecomer,45
415,149,Tritace,42
416,226,Aminodral,75
417,62,Aprofen,123
418,5,Acatar Zatoki,135
419,355,Altacet,148
420,730,Otrivin,62
421,132,Avamys,140
422,535,Aprofen,143
423,567,Ecomer,87
424,271,Nolicin,47
425,800,Acidolac,47
426,169,Apap Extra,54
427,118,Aprofen,111
428,665,Buderhin,102
429,444,Berodual,83
430,77,Aprofen,82
431,848,Epiduo,87
432,74,Espumisan,38
433,381,Acatar Zatoki,37
434,405,DicloDuo,126
435,148,Buprenorfina,76
436,609,Apap Extra,111
437,13,Acidolac,135
438,590,Espumisan,62
439,423,Aprofen,48
440,75,Epiduo,141
441,404,Prostaforce,46
442,630,Acidolac,76
443,459,Acatar Zatoki,127
444,269,Acidolac,88
445,839,Berodual,105
446,836,Polopiryna,78
447,217,Buderhin,135
448,945,Roswera,72
449,731,Acatar Zatoki,115
450,108,Tritace,125
451,733,Aminodral,70
452,552,Roswera,98
453,765,Roswera,59
454,501,Buprenorfina,33
455,984,Buprenorfina,30
456,13,Apap Extra,54
457,517,Espumisan,84
458,205,Algomed,65
459,350,Apap Extra,74
460,424,Algomed,76
461,828,Epiduo,141
462,769,Nolicin,140
463,636,Otrivin,33
464,930,Altacet,68
465,40,Tritace,139
466,899,Aprofen,143
467,211,Acidolac,56
468,47,Ecomer,69
469,165,Aminodral,69
470,90,Aminodral,70
471,908,Diprophos,144
472,340,Apap Extra,40
473,410,Otrivin,95
474,779,Otrivin,121
475,592,Polopiryna,33
476,857,Berodual,50
477,579,Ecomer,55
478,309,Algomed,62
479,326,Polopiryna,149
480,201,Nolicin,80
481,467,Avamys,24
482,633,Aprofen,148
483,294,Avamys,103
484,61,Ecomer,21
485,409,Tarproxen,48
486,867,Espumisan,77
487,740,Altacet,118
488,258,Acidolac,101
489,816,Aminodral,72
490,508,Ecomer,104
491,377,Algomed,120
492,721,Berodual,79
493,168,Espumisan,49
494,408,Nolicin,93
495,163,Altacet,127
496,813,Espumisan,27
497,247,Buprenorfina,43
498,330,Aminodral,138
499,853,Aprofen,47
500,283,Prostaforce,84
501,725,Acatar Zatoki,35
502,636,Prostaforce,71
503,882,Mucofluid,106
504,31,Avamys,115
505,406,DicloDuo,80
506,643,Mucofluid,79
507,248,Apap Extra,111
508,656,Buderhin,41
509,847,Tarproxen,103
510,778,Espumisan,149
511,327,Diprophos,108
512,145,Buprenorfina,52
513,70,Tarproxen,78
514,913,Espumisan,62
515,442,Diprophos,76
516,22,Acidolac,29
517,370,Altacet,117
518,295,Buprenorfina,122
519,965,Buprenorfina,67
520,89,Nolicin,90
521,777,Epiduo,90
522,32,Roswera,38
523,267,Polopiryna,141
524,372,Polopiryna,136
525,830,Algomed,91
526,70,Aminodral,85
527,622,Mucofluid,126
528,659,Aprofen,94
529,352,Polopiryna,53
530,346,Altacet,137
531,269,Algomed,98
532,778,Acatar Zatoki,39
533,96,Nolicin,44
534,655,Nolicin,35
535,772,Roswera,91
536,982,Polopiryna,141
537,516,Tarproxen,109
538,283,Prostaforce,79
539,877,Epiduo,24
540,307,Aminodral,139
541,562,Diprophos,137
542,55,Nolicin,124
543,663,Berodual,66
544,753,Mucofluid,95
545,800,Buderhin,141
546,663,Avamys,124
547,165,Apap Extra,31
548,543,Roswera,118
549,263,Espumisan,64
550,950,Tarproxen,53
551,338,Algomed,67
552,831,Buprenorfina,106
553,710,Buprenorfina,107
554,408,Aminodral,72
555,28,Diprophos,24
556,314,Epiduo,65
557,782,Espumisan,136
558,309,Buprenorfina,50
559,127,Polopiryna,109
560,405,Polopiryna,76
561,516,Tritace,144
562,15,Altacet,38
563,387,Polopiryna,136
564,984,Avamys,67
565,301,Altacet,20
566,775,Otrivin,120
567,585,Aminodral,41
568,907,Buprenorfina,57
569,196,Mucofluid,119
570,890,DicloDuo,59
571,802,Nolicin,62
572,192,Altacet,42
573,479,Nolicin,107
574,266,Avamys,119
575,454,Epiduo,107
576,495,Aprofen,104
577,275,Mucofluid,109
578,122,Nolicin,131
579,967,Tritace,26
580,704,Tritace,61
581,772,DicloDuo,118
582,844,Aprofen,140
583,400,Prostaforce,32
584,843,Buprenorfina,140
585,950,DicloDuo,35
586,570,Roswera,65
587,197,Mucofluid,134
588,351,Ecomer,69
589,68,Acidolac,110
590,806,Ecomer,129
591,330,Prostaforce,47
592,994,Polopiryna,68
593,230,Espumisan,36
594,487,DicloDuo,21
595,644,Prostaforce,69
596,860,Acatar Zatoki,64
597,731,Buprenorfina,119
598,771,Aprofen,62
599,744,Tritace,140
600,236,Altacet,41
601,620,Aminodral,46
602,297,Roswera,149
603,994,Avamys,43
604,406,Espumisan,48
605,429,Altacet,150
606,537,Mucofluid,33
607,483,Diprophos,34
608,672,Nolicin,136
609,850,Algomed,30
610,874,Prostaforce,54
611,989,Tarproxen,145
612,139,Espumisan,75
613,582,Buprenorfina,83
614,415,Roswera,124
615,872,Berodual,80
616,701,Acatar Zatoki,61
617,748,Prostaforce,50
618,665,Prostaforce,58
619,653,Otrivin,121
620,650,Tritace,60
621,608,Avamys,148
622,163,Apap Extra,87
623,245,Otrivin,88
624,351,Apap Extra,127
625,381,DicloDuo,23
626,803,Roswera,47
627,666,Apap Extra,114
628,138,Mucofluid,121
629,457,Tarproxen,72
630,411,Polopiryna,141
631,411,Epiduo,42
632,544,Apap Extra,63
633,653,Roswera,93
634,366,Polopiryna,83
635,374,Apap Extra,34
636,795,Nolicin,118
637,626,Aminodral,64
638,202,Apap Extra,75
639,954,Algomed,83
640,222,Ecomer,113
641,849,Roswera,32
642,444,Nolicin,33
643,142,Acatar Zatoki,100
644,997,Apap Extra,34
645,859,Epiduo,56
646,557,Acidolac,26
647,824,Buderhin,47
648,39,Prostaforce,84
649,867,Apap Extra,124
650,647,DicloDuo,23
651,237,Espumisan,42
652,591,Apap Extra,118
653,108,Aminodral,108
654,775,Aminodral,98
655,310,Algomed,72
656,246,Apap Extra,60
657,481,Buderhin,116
658,854,Prostaforce,82
659,116,Aminodral,145
660,106,Algomed,112
661,427,Altacet,113
662,650,Aprofen,106
663,994,DicloDuo,61
664,476,Espumisan,52
665,978,Aprofen,73
666,629,Acidolac,28
667,619,DicloDuo,112
668,202,Ecomer,95
669,257,Altacet,73
670,437,Roswera,74
671,291,Tritace,30
672,67,DicloDuo,82
673,896,Espumisan,125
674,600,Tarproxen,24
675,149,Acidolac,137
676,753,Prostaforce,38
677,657,Mucofluid,136
678,854,Algomed,133
679,911,Berodual,109
680,884,Epiduo,134
681,397,Nolicin,23
682,46,Espumisan,69
683,535,Roswera,135
684,137,Acidolac,53
685,571,Polopiryna,104
686,982,Apap Extra,137
687,514,Apap Extra,149
688,833,Aminodral,35
689,579,Acatar Zatoki,78
690,958,Diprophos,118
691,928,Epiduo,44
692,200,Algomed,24
693,969,Roswera,113
694,959,Avamys,142
695,931,Aprofen,129
696,185,Altacet,62
697,352,Buderhin,95
698,201,Roswera,127
699,641,Aprofen,43
700,959,Buderhin,69
701,729,Roswera,91
702,532,Roswera,47
703,80,Acidolac,45
704,786,Buprenorfina,129
705,34,Acatar Zatoki,35
706,58,Tarproxen,88
707,44,Nolicin,120
708,937,Algomed,136
709,978,Nolicin,112
710,413,Apap Extra,82
711,722,Apap Extra,52
712,320,DicloDuo,116
713,107,Avamys,120
714,490,Nolicin,119
715,671,Ecomer,105
716,504,Aprofen,143
717,537,Prostaforce,37
718,179,Altacet,68
719,697,Roswera,140
720,623,Avamys,87
721,34,DicloDuo,91
722,381,Polopiryna,84
723,801,DicloDuo,51
724,36,Mucofluid,115
725,625,Nolicin,140
726,836,Polopiryna,99
727,746,Roswera,35
728,154,Apap Extra,56
729,22,Aminodral,133
730,116,Avamys,116
731,570,Tarproxen,35
732,816,Buderhin,27
733,282,Apap Extra,130
734,930,Polopiryna,74
735,677,Buprenorfina,40
736,375,Apap Extra,85
737,118,Prostaforce,36
738,554,Diprophos,54
739,544,Apap Extra,144
740,347,Nolicin,56
741,151,Ecomer,53
742,560,Ecomer,83
743,57,Avamys,94
744,411,Altacet,66
745,834,DicloDuo,115
746,940,Tarproxen,59
747,22,Acidolac,45
748,3,Nolicin,146
749,295,Avamys,37
750,558,Epiduo,90
751,339,Acatar Zatoki,120
752,609,Tarproxen,148
753,284,Polopiryna,76
754,838,Otrivin,23
755,32,Epiduo,86
756,55,Ecomer,31
757,69,Epiduo,119
758,711,Mucofluid,24
759,852,Roswera,87
760,92,Algomed,94
761,692,Aminodral,82
762,445,Acidolac,33
763,551,Prostaforce,141
764,689,Prostaforce,144
765,278,Otrivin,117
766,298,Aminodral,86
767,483,Berodual,81
768,737,Polopiryna,31
769,405,Acatar Zatoki,36
770,729,Otrivin,121
771,55,Acatar Zatoki,144
772,254,Apap Extra,128
773,266,Aprofen,122
774,538,Otrivin,62
775,874,Altacet,58
776,120,Acatar Zatoki,49
777,833,Buderhin,24
778,393,Acidolac,101
779,957,Ecomer,114
780,946,Aminodral,93
781,315,Diprophos,20
782,619,Diprophos,69
783,759,Mucofluid,92
784,346,DicloDuo,85
785,534,Apap Extra,149
786,689,Ecomer,95
787,638,Altacet,89
788,114,Espumisan,75
789,547,Acidolac,89
790,832,Aminodral,110
791,541,Berodual,93
792,111,Polopiryna,27
793,33,Polopiryna,143
794,392,DicloDuo,65
795,218,Diprophos,57
796,987,Acidolac,101
797,675,DicloDuo,35
798,360,DicloDuo,119
799,665,Diprophos,70
800,305,Espumisan,149
801,542,Berodual,43
802,529,Tarproxen,24
803,255,Avamys,29
804,913,Buderhin,55
805,566,Otrivin,70
806,96,Ecomer,70
807,157,Acidolac,64
808,779,Espumisan,94
809,579,DicloDuo,113
810,453,Aminodral,28
811,766,Acatar Zatoki,65
812,858,Epiduo,127
813,837,Aminodral,21
814,544,Apap Extra,25
815,703,Aprofen,59
816,638,Aprofen,30
817,704,Nolicin,112
818,612,Polopiryna,42
819,67,Aprofen,91
820,552,Nolicin,26
821,452,Aminodral,121
822,978,Altacet,101
823,987,Aminodral,23
824,336,Tritace,46
825,248,Aminodral,40
826,117,Berodual,42
827,277,Tarproxen,138
828,847,Algomed,82
829,149,Buderhin,25
830,153,Buprenorfina,79
831,812,Algomed,97
832,721,Apap Extra,135
833,682,DicloDuo,108
834,826,Algomed,38
835,224,Roswera,146
836,569,Altacet,142
837,571,Espumisan,149
838,507,Epiduo,108
839,528,Prostaforce,143
840,286,Acatar Zatoki,48
841,839,DicloDuo,36
842,373,Ecomer,36
843,203,Diprophos,142
844,648,Prostaforce,138
845,14,Otrivin,110
846,928,Algomed,56
847,52,Otrivin,95
848,134,Tritace,80
849,26,Apap Extra,128
850,371,Otrivin,36
851,655,Prostaforce,25
852,659,Altacet,26
853,701,Espumisan,97
854,424,Prostaforce,115
855,676,Diprophos,22
856,964,Altacet,86
857,189,Avamys,112
858,182,Berodual,23
859,148,Tritace,114
860,682,Roswera,131
861,801,Diprophos,146
862,277,DicloDuo,35
863,831,Polopiryna,100
864,977,Apap Extra,43
865,63,Polopiryna,137
866,381,Diprophos,98
867,305,Roswera,122
868,511,Avamys,67
869,128,Avamys,47
870,921,Tarproxen,91
871,21,Roswera,31
872,401,Tritace,131
873,483,Tritace,63
874,179,Nolicin,134
875,678,Apap Extra,120
876,726,Aprofen,34
877,277,Aprofen,39
878,910,Mucofluid,68
879,380,Acidolac,43
880,168,Apap Extra,82
881,751,Nolicin,24
882,620,Aprofen,94
883,87,Nolicin,49
884,780,Roswera,124
885,872,Algomed,63
886,586,Algomed,30
887,293,Roswera,149
888,140,Polopiryna,150
889,677,Diprophos,43
890,632,Otrivin,46
891,424,Berodual,109
892,390,Buprenorfina,46
893,725,Buprenorfina,39
894,53,Aminodral,43
895,744,Algomed,126
896,156,Tritace,62
897,527,Acatar Zatoki,70
898,403,Prostaforce,79
899,788,Aprofen,150
900,764,Altacet,68
901,329,Algomed,74
902,472,Algomed,50
903,8,Aprofen,24
904,237,Berodual,106
905,344,Altacet,23
906,22,Nolicin,114
907,193,Diprophos,140
908,718,Buprenorfina,20
909,20,Tritace,29
910,764,DicloDuo,83
911,172,Espumisan,29
912,333,Otrivin,57
913,866,Aminodral,33
914,229,Otrivin,102
915,415,Apap Extra,47
916,581,Mucofluid,103
917,717,Tritace,57
918,660,Tritace,68
919,288,DicloDuo,48
920,473,Tritace,100
921,645,Acidolac,69
922,426,Acatar Zatoki,100
923,276,Acatar Zatoki,57
924,364,Roswera,141
925,739,Roswera,142
926,405,Berodual,141
927,825,Aminodral,132
928,387,Prostaforce,149
929,141,Apap Extra,128
930,591,Buderhin,136
931,797,Acidolac,144
932,69,Mucofluid,126
933,691,DicloDuo,113
934,780,Berodual,91
935,369,Buderhin,143
936,116,Mucofluid,90
937,66,Espumisan,125
938,40,Acidolac,58
939,820,Aprofen,85
940,660,Prostaforce,113
941,769,Polopiryna,76
942,635,Nolicin,144
943,560,Mucofluid,139
944,935,Avamys,121
945,943,Tritace,59
946,811,Acidolac,90
947,214,Epiduo,47
948,110,Espumisan,53
949,2,Espumisan,52
950,856,Ecomer,89
951,992,Buprenorfina,76
952,212,Diprophos,53
953,74,Nolicin,46
954,29,Berodual,85
955,413,Acidolac,55
956,692,Diprophos,26
957,43,Otrivin,67
958,635,Algomed,107
959,687,Avamys,80
960,965,Tarproxen,126
961,425,Algomed,123
962,51,Espumisan,60
963,853,Acatar Zatoki,120
964,532,DicloDuo,63
965,567,Diprophos,63
966,721,Prostaforce,140
967,602,Acidolac,57
968,936,Prostaforce,120
969,619,Prostaforce,56
970,380,DicloDuo,103
971,996,Buprenorfina,86
972,828,Nolicin,143
973,619,Berodual,143
974,436,Avamys,41
975,501,Altacet,102
976,214,Espumisan,22
977,829,Polopiryna,33
978,118,Berodual,55
979,989,Buprenorfina,112
980,434,Avamys,121
981,512,Roswera,74
982,360,Prostaforce,111
983,469,Prostaforce,63
984,43,Polopiryna,28
985,40,Ecomer,116
986,928,Algomed,35
987,470,Nolicin,79
988,279,Ecomer,57
989,329,Buderhin,109
990,192,Polopiryna,30
991,85,Avamys,24
992,682,Buderhin,101
993,980,Ecomer,79
994,566,Tarproxen,37
995,657,Epiduo,85
996,625,Buderhin,20
997,335,Avamys,92
998,883,Tritace,45
999,82,Polopiryna,55
1000,615,Aminodral,71
1001,749,Buderhin,111
1002,674,Algomed,84
1003,655,Epiduo,115
1004,815,Ecomer,25
1005,572,Tritace,72
1006,139,Roswera,131
1007,122,DicloDuo,62
1008,613,Buderhin,102
1009,435,Epiduo,56
1010,385,Tritace,36
1011,965,Altacet,125
1012,759,Mucofluid,84
1013,48,Acidolac,117
1014,546,Diprophos,121
1015,248,Aprofen,125
1016,941,Aminodral,24
1017,145,Nolicin,69
1018,392,Otrivin,34
1019,756,Acidolac,52
1020,388,Prostaforce,126
1021,728,Aminodral,130
1022,539,Acidolac,134
1023,732,Aminodral,137
1024,526,Algomed,105
1025,215,Prostaforce,137
1026,868,Ecomer,50
1027,421,DicloDuo,70
1028,606,Otrivin,131
1029,177,Berodual,132
1030,939,Algomed,22
1031,686,Buderhin,54
1032,572,Altacet,20
1033,406,Buprenorfina,49
1034,180,Algomed,114
1035,581,Tritace,147
1036,795,Nolicin,111
1037,420,Apap Extra,138
1038,336,Roswera,24
1039,854,Diprophos,36
1040,867,Apap Extra,47
1041,678,Roswera,75
1042,699,Acatar Zatoki,101
1043,608,Buderhin,147
1044,343,Acatar Zatoki,122
1045,58,Altacet,53
1046,835,Nolicin,110
1047,933,Altacet,96
1048,611,Espumisan,66
1049,626,Espumisan,99
1050,883,Tritace,102
1051,726,Tarproxen,72
1052,105,Tarproxen,125
1053,752,Diprophos,38
1054,99,Roswera,51
1055,943,Nolicin,99
1056,72,Polopiryna,38
1057,830,Mucofluid,129
1058,698,Avamys,61
1059,389,DicloDuo,147
1060,231,Epiduo,105
1061,176,Berodual,119
1062,703,Algomed,62
1063,634,Tarproxen,74
1064,452,Otrivin,87
1065,767,Berodual,110
1066,32,Aprofen,71
1067,329,Roswera,99
1068,946,Tritace,124
1069,635,Buderhin,26
1070,22,Acatar Zatoki,49
1071,179,Berodual,102
1072,741,Buderhin,58
1073,732,Prostaforce,96
1074,814,Altacet,58
1075,171,Buprenorfina,95
1076,37,Roswera,122
1077,117,Mucofluid,149
1078,783,Otrivin,55
1079,585,Epiduo,106
1080,684,Acatar Zatoki,49
1081,274,Avamys,78
1082,60,Aprofen,43
1083,24,Otrivin,142
1084,770,Buprenorfina,48
1085,87,Altacet,141
1086,828,Berodual,144
1087,895,Buprenorfina,33
1088,642,Berodual,73
1089,551,Espumisan,49
1090,463,Buprenorfina,101
1091,128,Mucofluid,72
1092,188,Acidolac,94
1093,457,Aminodral,116
1094,932,Prostaforce,90
1095,122,Buprenorfina,108
1096,814,Acidolac,21
1097,796,Nolicin,38
1098,541,Aminodral,105
1099,816,Espumisan,81
1100,941,Buderhin,92
1101,784,Berodual,134
1102,475,Prostaforce,80
1103,106,Berodual,35
1104,360,Ecomer,63
1105,120,Berodual,53
1106,367,Tarproxen,115
1107,900,Avamys,131
1108,924,Diprophos,53
1109,840,Mucofluid,109
1110,767,DicloDuo,140
1111,495,Roswera,102
1112,934,Epiduo,112
1113,990,Roswera,70
1114,875,Mucofluid,78
1115,230,Roswera,58
1116,584,Acatar Zatoki,87
1117,457,Acatar Zatoki,90
1118,84,Ecomer,71
1119,791,Buderhin,122
1120,533,Otrivin,83
1121,83,Diprophos,133
1122,624,Nolicin,35
1123,171,Tarproxen,115
1124,181,Polopiryna,90
1125,796,Acatar Zatoki,74
1126,904,Tritace,78
1127,673,Polopiryna,70
