"ID_LEKI","NAZWA"
993,"Ecomer"
994,"Tarproxen"
995,"Epiduo"
996,"Buderhin"
997,"Avamys"
998,"Tritace"
999,"Polopiryna"
1000,"Aminodral"
1001,"Buderhin"
1002,"Algomed"
1003,"Epiduo"
1004,"Ecomer"
1005,"Tritace"
1006,"Roswera"
1007,"DicloDuo"
1008,"Buderhin"
1009,"Epiduo"
1010,"Tritace"
1011,"Altacet"
1012,"Mucofluid"
1013,"Acidolac"
1014,"Diprophos"
1015,"Aprofen"
1016,"Aminodral"
1017,"Nolicin"
1018,"Otrivin"
1019,"Acidolac"
1020,"Prostaforce"
1021,"Aminodral"
1022,"Acidolac"
1023,"Aminodral"
1024,"Algomed"
1025,"Prostaforce"
1026,"Ecomer"
1027,"DicloDuo"
1028,"Otrivin"
1029,"Berodual"
1030,"Algomed"
1031,"Buderhin"
1032,"Altacet"
1033,"Buprenorfina"
1034,"Algomed"
1035,"Tritace"
1036,"Nolicin"
1037,"Apap Extra"
1038,"Roswera"
1039,"Diprophos"
1040,"Apap Extra"
1041,"Roswera"
1042,"Acatar Zatoki"
1043,"Buderhin"
1044,"Acatar Zatoki"
1045,"Altacet"
1046,"Nolicin"
1047,"Altacet"
1048,"Espumisan"
1049,"Espumisan"
1050,"Tritace"
1051,"Tarproxen"
1052,"Tarproxen"
1053,"Diprophos"
1054,"Roswera"
1055,"Nolicin"
1056,"Polopiryna"
1057,"Mucofluid"
1058,"Avamys"
1059,"DicloDuo"
1060,"Epiduo"
1061,"Berodual"
1062,"Algomed"
1063,"Tarproxen"
1064,"Otrivin"
1065,"Berodual"
1066,"Aprofen"
1067,"Roswera"
1068,"Tritace"
1069,"Buderhin"
1070,"Acatar Zatoki"
1071,"Berodual"
1072,"Buderhin"
1073,"Prostaforce"
1074,"Altacet"
1075,"Buprenorfina"
1076,"Roswera"
1077,"Mucofluid"
1078,"Otrivin"
1079,"Epiduo"
1080,"Acatar Zatoki"
1081,"Avamys"
1082,"Aprofen"
1083,"Otrivin"
1084,"Buprenorfina"
1085,"Altacet"
1086,"Berodual"
1087,"Buprenorfina"
1088,"Berodual"
1089,"Espumisan"
1090,"Buprenorfina"
1091,"Mucofluid"
1092,"Acidolac"
1093,"Aminodral"
1094,"Prostaforce"
1095,"Buprenorfina"
1096,"Acidolac"
1097,"Nolicin"
1098,"Aminodral"
1099,"Espumisan"
1100,"Buderhin"
1101,"Berodual"
1102,"Prostaforce"
1103,"Berodual"
1104,"Ecomer"
1105,"Berodual"
1106,"Tarproxen"
1107,"Avamys"
1108,"Diprophos"
1109,"Mucofluid"
1110,"DicloDuo"
1111,"Roswera"
1112,"Epiduo"
1113,"Roswera"
1114,"Mucofluid"
1115,"Roswera"
1116,"Acatar Zatoki"
1117,"Acatar Zatoki"
1118,"Ecomer"
1119,"Buderhin"
1120,"Otrivin"
1121,"Diprophos"
1122,"Nolicin"
1123,"Tarproxen"
1124,"Polopiryna"
1125,"Acatar Zatoki"
1126,"Tritace"
1127,"Polopiryna"
1128,"Berodual"
1129,"Buderhin"
1130,"Nolicin"
1131,"Nolicin"
1132,"Nolicin"
1133,"Epiduo"
1134,"Roswera"
1135,"Nolicin"
1136,"Aprofen"
1137,"Otrivin"
1138,"Mucofluid"
1139,"Aprofen"
1140,"Buprenorfina"
1141,"Berodual"
1142,"Altacet"
1143,"Nolicin"
1144,"Altacet"
1145,"Acidolac"
1146,"Acatar Zatoki"
1147,"Algomed"
1148,"Tarproxen"
1149,"Acidolac"
1150,"Acidolac"
1151,"Polopiryna"
1152,"Buprenorfina"
1153,"Aprofen"
1154,"DicloDuo"
1155,"Berodual"
1156,"Prostaforce"
1157,"Avamys"
1158,"Acatar Zatoki"
1159,"Diprophos"
1160,"Espumisan"
1161,"Prostaforce"
1162,"Berodual"
1163,"Algomed"
1164,"Buprenorfina"
1165,"Algomed"
1166,"Apap Extra"
1167,"Mucofluid"
1168,"Epiduo"
1169,"Buderhin"
1170,"Aminodral"
1171,"Roswera"
1172,"Buderhin"
1173,"Acatar Zatoki"
1174,"Buprenorfina"
1175,"Avamys"
1176,"Otrivin"
1177,"Polopiryna"
1178,"Tarproxen"
1179,"Acatar Zatoki"
1180,"Tritace"
1181,"Buderhin"
1182,"Prostaforce"
1183,"Mucofluid"
1184,"Algomed"
1185,"Espumisan"
1186,"Avamys"
1187,"DicloDuo"
1188,"Tritace"
1189,"Apap Extra"
1190,"Ecomer"
1191,"Avamys"
1192,"Berodual"
1193,"Otrivin"
1194,"Buprenorfina"
1195,"Algomed"
1196,"Otrivin"
1197,"Acidolac"
1198,"Aminodral"
1199,"Epiduo"
1200,"Acidolac"
1201,"DicloDuo"
1202,"Roswera"
1203,"Roswera"
1204,"Buderhin"
1205,"Buprenorfina"
1206,"Aprofen"
1207,"Apap Extra"
1208,"Tritace"
1209,"Acatar Zatoki"
1210,"Acatar Zatoki"
1211,"Avamys"
1212,"Avamys"
1213,"Tarproxen"
1214,"Algomed"
1215,"Altacet"
1216,"Tritace"
1217,"Aminodral"
1218,"Diprophos"
1219,"Apap Extra"
1220,"Tarproxen"
1221,"Aminodral"
1222,"Mucofluid"
1223,"Polopiryna"
1224,"Aminodral"
1225,"Polopiryna"
1226,"Otrivin"
1227,"Algomed"
1228,"Avamys"
1229,"Diprophos"
1230,"Altacet"
1231,"Polopiryna"
1232,"Prostaforce"
1233,"Espumisan"
1234,"Epiduo"
1235,"Acatar Zatoki"
1236,"Apap Extra"
1237,"Avamys"
1238,"Tritace"
1239,"Roswera"
1240,"Espumisan"
1241,"DicloDuo"
1242,"Ecomer"
1243,"Berodual"
1244,"Diprophos"
1245,"Polopiryna"
1246,"Aprofen"
1247,"Altacet"
1248,"Prostaforce"
1249,"Epiduo"
1250,"Mucofluid"
1251,"Acatar Zatoki"
1252,"Nolicin"
1253,"Polopiryna"
1254,"Berodual"
1255,"Roswera"
1256,"Altacet"
1257,"Epiduo"
1258,"Buderhin"
1259,"Altacet"
1260,"Espumisan"
1261,"Apap Extra"
1262,"Tarproxen"
1263,"Berodual"
1264,"Roswera"
1265,"Prostaforce"
1266,"Buderhin"
1267,"Acidolac"
1268,"Otrivin"
1269,"Buderhin"
1270,"Polopiryna"
1271,"Apap Extra"
1272,"Aprofen"
1273,"Acidolac"
1274,"Diprophos"
1275,"Mucofluid"
1276,"Avamys"
1277,"Buderhin"
1278,"Algomed"
1279,"Apap Extra"
1280,"Otrivin"
1281,"Tritace"
1282,"Altacet"
1283,"Mucofluid"
1284,"Altacet"
1285,"Polopiryna"
1286,"Nolicin"
1287,"Polopiryna"
1288,"Diprophos"
1289,"Buderhin"
1290,"Polopiryna"
1291,"Espumisan"
1292,"Tarproxen"
1293,"Algomed"
1294,"Aminodral"
1295,"Aprofen"
1296,"Aprofen"
1297,"Roswera"
1298,"Buprenorfina"
1299,"Acatar Zatoki"
1300,"Apap Extra"
1301,"Epiduo"
1302,"Buprenorfina"
1303,"Ecomer"
1304,"Prostaforce"
1305,"Polopiryna"
1306,"Espumisan"
1307,"DicloDuo"
1308,"Buderhin"
1309,"Mucofluid"
1310,"Acidolac"
1311,"Mucofluid"
1312,"Aprofen"
1313,"Tarproxen"
1314,"Berodual"
1315,"Nolicin"
1316,"Mucofluid"
1317,"Buderhin"
1318,"Aminodral"
1319,"Polopiryna"
1320,"Buderhin"
1321,"Algomed"
1322,"Tarproxen"
1323,"Otrivin"
1324,"Aminodral"
1325,"Buderhin"
1326,"DicloDuo"
1327,"Polopiryna"
1328,"Acidolac"
1329,"DicloDuo"
1330,"Espumisan"
1331,"Aminodral"
1332,"Nolicin"
1333,"Berodual"
1334,"Acidolac"
1335,"Altacet"
1336,"Prostaforce"
1337,"Aminodral"
1338,"Tritace"
1339,"Tritace"
1340,"Apap Extra"
1341,"Aprofen"
1342,"Ecomer"
1343,"Algomed"
1344,"Aminodral"
1345,"Diprophos"
1346,"Altacet"
1347,"Algomed"
1348,"Acidolac"
1349,"Otrivin"
1350,"Polopiryna"
1351,"Mucofluid"
1352,"Nolicin"
1353,"Aminodral"
1354,"Aprofen"
1355,"Epiduo"
1356,"DicloDuo"
1357,"Diprophos"
1358,"Berodual"
1359,"Acatar Zatoki"
1360,"Polopiryna"
1361,"Nolicin"
1362,"Epiduo"
1363,"Mucofluid"
1364,"Apap Extra"
1365,"Acatar Zatoki"
1366,"Roswera"
1367,"Ecomer"
1368,"Apap Extra"
1369,"Apap Extra"
1370,"Polopiryna"
1371,"Nolicin"
1372,"Tarproxen"
1373,"Prostaforce"
1374,"Ecomer"
1375,"Ecomer"
1376,"Diprophos"
1377,"Otrivin"
1378,"Acatar Zatoki"
1379,"Otrivin"
1380,"Avamys"
1381,"Espumisan"
1382,"Polopiryna"
1383,"Otrivin"
1384,"Espumisan"
1385,"Epiduo"
1386,"Apap Extra"
1387,"Berodual"
1388,"Berodual"
1389,"Buprenorfina"
1390,"DicloDuo"
1391,"Otrivin"
1392,"Aminodral"
1393,"Diprophos"
1394,"Prostaforce"
1395,"Nolicin"
1396,"Berodual"
1397,"Tritace"
1398,"Otrivin"
1399,"Roswera"
1400,"Otrivin"
1401,"Apap Extra"
1402,"Roswera"
1403,"Polopiryna"
1404,"Tritace"
1405,"Acidolac"
1406,"Tarproxen"
1407,"Buprenorfina"
1408,"Ecomer"
1409,"Berodual"
1410,"Algomed"
1411,"Buderhin"
1412,"Mucofluid"
1413,"Apap Extra"
1414,"Tritace"
1415,"Ecomer"
1416,"Aprofen"
1417,"Prostaforce"
1418,"Tarproxen"
1,"Acatar Zatoki"
2,"Aminodral"
3,"Berodual"
4,"Altacet"
5,"Roswera"
6,"Berodual"
7,"Roswera"
8,"Ecomer"
9,"Acatar Zatoki"
10,"Aminodral"
11,"Acidolac"
12,"Roswera"
13,"Prostaforce"
14,"Epiduo"
15,"Otrivin"
16,"Espumisan"
17,"Tritace"
18,"Polopiryna"
19,"Acatar Zatoki"
20,"Mucofluid"
21,"Algomed"
22,"Tarproxen"
23,"Acatar Zatoki"
24,"Berodual"
25,"Diprophos"
26,"Espumisan"
27,"Prostaforce"
28,"Avamys"
29,"Berodual"
30,"Prostaforce"
31,"Apap Extra"
32,"Prostaforce"
33,"Acatar Zatoki"
34,"Tarproxen"
35,"Prostaforce"
36,"Otrivin"
37,"Polopiryna"
38,"Diprophos"
39,"Espumisan"
40,"Roswera"
41,"Roswera"
42,"Acidolac"
43,"Altacet"
44,"Mucofluid"
45,"Algomed"
46,"Tritace"
47,"Acatar Zatoki"
48,"Ecomer"
49,"Aminodral"
50,"Roswera"
51,"Espumisan"
52,"Altacet"
53,"Altacet"
54,"Acidolac"
55,"Acatar Zatoki"
56,"DicloDuo"
57,"Diprophos"
58,"Apap Extra"
59,"Mucofluid"
60,"Polopiryna"
61,"Prostaforce"
62,"Roswera"
63,"Diprophos"
64,"Nolicin"
65,"Ecomer"
66,"Ecomer"
67,"Buderhin"
68,"Buderhin"
69,"Mucofluid"
70,"Buprenorfina"
71,"Tritace"
72,"Buderhin"
73,"Roswera"
74,"Buderhin"
75,"Algomed"
76,"Buprenorfina"
77,"Berodual"
78,"Diprophos"
79,"Polopiryna"
80,"Ecomer"
81,"Polopiryna"
82,"Diprophos"
83,"Avamys"
84,"Apap Extra"
85,"DicloDuo"
86,"Ecomer"
87,"Tarproxen"
88,"DicloDuo"
89,"Berodual"
90,"Buprenorfina"
91,"Acatar Zatoki"
92,"Tritace"
93,"Algomed"
94,"Diprophos"
95,"Tarproxen"
96,"Aminodral"
97,"Aminodral"
98,"Tritace"
99,"Nolicin"
100,"Buprenorfina"
101,"Roswera"
102,"Epiduo"
103,"Buderhin"
104,"Nolicin"
105,"Acidolac"
106,"Tarproxen"
107,"Aminodral"
108,"Epiduo"
109,"Berodual"
110,"DicloDuo"
111,"Diprophos"
112,"DicloDuo"
113,"Acatar Zatoki"
114,"Altacet"
115,"Buprenorfina"
116,"Espumisan"
117,"Aminodral"
118,"Aminodral"
119,"DicloDuo"
120,"Prostaforce"
121,"Buderhin"
122,"Apap Extra"
123,"Aprofen"
124,"Roswera"
125,"Berodual"
126,"Aprofen"
127,"Buderhin"
128,"Altacet"
129,"Nolicin"
130,"Acidolac"
131,"Berodual"
132,"Polopiryna"
133,"Acatar Zatoki"
134,"Espumisan"
135,"Algomed"
136,"Polopiryna"
137,"Acidolac"
138,"Prostaforce"
139,"Buderhin"
140,"Berodual"
141,"Apap Extra"
142,"DicloDuo"
143,"Tarproxen"
144,"Roswera"
145,"Buprenorfina"
146,"Acatar Zatoki"
147,"Apap Extra"
148,"Ecomer"
149,"Roswera"
150,"DicloDuo"
151,"Berodual"
152,"Aminodral"
153,"Acatar Zatoki"
154,"Polopiryna"
155,"Algomed"
156,"Avamys"
157,"Aminodral"
158,"Nolicin"
159,"Mucofluid"
160,"Mucofluid"
161,"Acatar Zatoki"
162,"Acatar Zatoki"
163,"Prostaforce"
164,"Otrivin"
165,"Apap Extra"
166,"Espumisan"
167,"Nolicin"
168,"Aprofen"
169,"Otrivin"
170,"Aprofen"
171,"Aminodral"
172,"Altacet"
173,"Acatar Zatoki"
174,"Berodual"
175,"Aprofen"
176,"Polopiryna"
177,"Polopiryna"
178,"Ecomer"
179,"Mucofluid"
180,"Otrivin"
181,"Epiduo"
182,"Polopiryna"
183,"Espumisan"
184,"Aprofen"
185,"Otrivin"
186,"Aminodral"
187,"Buprenorfina"
188,"Diprophos"
189,"Mucofluid"
190,"Acidolac"
191,"Mucofluid"
192,"Tarproxen"
193,"DicloDuo"
194,"DicloDuo"
195,"Epiduo"
196,"Espumisan"
197,"Acatar Zatoki"
198,"Acatar Zatoki"
199,"Tarproxen"
200,"Berodual"
201,"Epiduo"
202,"Espumisan"
203,"Tritace"
204,"Apap Extra"
205,"Berodual"
206,"Buderhin"
207,"Mucofluid"
208,"Espumisan"
209,"Otrivin"
210,"Otrivin"
211,"Roswera"
212,"Algomed"
213,"Aprofen"
214,"Acidolac"
215,"Aminodral"
216,"Nolicin"
217,"Otrivin"
218,"Tritace"
219,"DicloDuo"
220,"Berodual"
221,"Otrivin"
222,"Prostaforce"
223,"Acatar Zatoki"
224,"Acidolac"
225,"Tarproxen"
226,"Avamys"
227,"Algomed"
228,"Acidolac"
229,"Avamys"
230,"Epiduo"
231,"DicloDuo"
232,"Altacet"
233,"Ecomer"
234,"Berodual"
235,"Diprophos"
236,"Otrivin"
237,"DicloDuo"
238,"Epiduo"
239,"Buprenorfina"
240,"Prostaforce"
241,"Nolicin"
242,"Tarproxen"
243,"Nolicin"
244,"Aprofen"
245,"Otrivin"
246,"Tarproxen"
247,"Ecomer"
248,"Berodual"
249,"Berodual"
250,"Polopiryna"
251,"Buderhin"
252,"Acatar Zatoki"
253,"Tarproxen"
254,"Buderhin"
255,"Apap Extra"
256,"Polopiryna"
257,"Espumisan"
258,"Avamys"
259,"Mucofluid"
260,"Aminodral"
261,"Epiduo"
262,"Avamys"
263,"Tritace"
264,"Buprenorfina"
265,"Epiduo"
266,"Ecomer"
267,"Buprenorfina"
268,"Buderhin"
269,"Tritace"
270,"Nolicin"
271,"Roswera"
272,"Diprophos"
273,"DicloDuo"
274,"Otrivin"
275,"Polopiryna"
276,"Prostaforce"
277,"Tarproxen"
278,"Buprenorfina"
279,"Polopiryna"
280,"Espumisan"
281,"Otrivin"
282,"Acidolac"
283,"Aprofen"
284,"Acatar Zatoki"
285,"Mucofluid"
286,"Otrivin"
287,"DicloDuo"
288,"Tritace"
289,"Tarproxen"
290,"Buderhin"
291,"DicloDuo"
292,"Diprophos"
293,"Tarproxen"
294,"Ecomer"
295,"Tarproxen"
296,"Aminodral"
297,"Aminodral"
298,"Acidolac"
299,"Tarproxen"
300,"Avamys"
301,"Espumisan"
302,"Algomed"
303,"Nolicin"
304,"Aprofen"
305,"Algomed"
306,"Avamys"
307,"Aprofen"
308,"Berodual"
309,"Algomed"
310,"Buprenorfina"
311,"Tarproxen"
312,"Apap Extra"
313,"Otrivin"
314,"Buprenorfina"
315,"Avamys"
316,"Otrivin"
317,"Algomed"
318,"Aprofen"
319,"Acidolac"
320,"Avamys"
321,"Acidolac"
322,"Buprenorfina"
323,"Acatar Zatoki"
324,"Prostaforce"
325,"Algomed"
326,"Tritace"
327,"Altacet"
328,"DicloDuo"
329,"Aprofen"
330,"Apap Extra"
331,"Nolicin"
332,"Espumisan"
333,"Polopiryna"
334,"Aprofen"
335,"Nolicin"
336,"Algomed"
337,"Buderhin"
338,"Espumisan"
339,"Espumisan"
340,"Algomed"
341,"Buderhin"
342,"Ecomer"
343,"Aminodral"
344,"DicloDuo"
345,"Avamys"
346,"Acidolac"
347,"Buderhin"
348,"Nolicin"
349,"Tarproxen"
350,"Epiduo"
351,"Aprofen"
352,"Roswera"
353,"Ecomer"
354,"Nolicin"
355,"Algomed"
356,"Tarproxen"
357,"Espumisan"
358,"Otrivin"
359,"Aprofen"
360,"Epiduo"
361,"Otrivin"
362,"Acatar Zatoki"
363,"Tarproxen"
364,"Prostaforce"
365,"Altacet"
366,"DicloDuo"
367,"Mucofluid"
368,"Altacet"
369,"Acidolac"
370,"Buderhin"
371,"Aminodral"
372,"Tritace"
373,"Altacet"
374,"Mucofluid"
375,"Tarproxen"
376,"Prostaforce"
377,"Tarproxen"
378,"Nolicin"
379,"Tarproxen"
380,"Tritace"
381,"Acidolac"
382,"Buderhin"
383,"Apap Extra"
384,"Aminodral"
385,"Diprophos"
386,"Nolicin"
387,"Roswera"
388,"Aminodral"
389,"Ecomer"
390,"Aminodral"
391,"Polopiryna"
392,"Avamys"
393,"Otrivin"
394,"Tritace"
395,"Tritace"
396,"Aminodral"
397,"Algomed"
398,"Epiduo"
399,"Espumisan"
400,"Aprofen"
401,"Prostaforce"
402,"Polopiryna"
403,"Nolicin"
404,"Mucofluid"
405,"Tarproxen"
406,"Buderhin"
407,"Polopiryna"
408,"Polopiryna"
409,"Aprofen"
410,"Aprofen"
411,"Nolicin"
412,"Nolicin"
413,"Algomed"
414,"Ecomer"
415,"Tritace"
416,"Aminodral"
417,"Aprofen"
418,"Acatar Zatoki"
419,"Altacet"
420,"Otrivin"
421,"Avamys"
422,"Aprofen"
423,"Ecomer"
424,"Nolicin"
425,"Acidolac"
426,"Apap Extra"
427,"Aprofen"
428,"Buderhin"
429,"Berodual"
430,"Aprofen"
431,"Epiduo"
432,"Espumisan"
433,"Acatar Zatoki"
434,"DicloDuo"
435,"Buprenorfina"
436,"Apap Extra"
437,"Acidolac"
438,"Espumisan"
439,"Aprofen"
440,"Epiduo"
441,"Prostaforce"
442,"Acidolac"
443,"Acatar Zatoki"
444,"Acidolac"
445,"Berodual"
446,"Polopiryna"
447,"Buderhin"
448,"Roswera"
449,"Acatar Zatoki"
450,"Tritace"
451,"Aminodral"
452,"Roswera"
453,"Roswera"
454,"Buprenorfina"
455,"Buprenorfina"
456,"Apap Extra"
457,"Espumisan"
458,"Algomed"
459,"Apap Extra"
460,"Algomed"
461,"Epiduo"
462,"Nolicin"
463,"Otrivin"
464,"Altacet"
465,"Tritace"
466,"Aprofen"
467,"Acidolac"
468,"Ecomer"
469,"Aminodral"
470,"Aminodral"
471,"Diprophos"
